"","longitude","latitude","district"
"Kanaker-Zeytun.7",44.5311510476064,40.2005990353842,"Kanaker-Zeytun"
"Kanaker-Zeytun.8",44.5474530976257,40.2160552359247,"Kanaker-Zeytun"
"Kanaker-Zeytun.9",44.5372787968283,40.2192025256537,"Kanaker-Zeytun"
"Kanaker-Zeytun.10",44.5291225646516,40.1990639732945,"Kanaker-Zeytun"
"Kanaker-Zeytun.11",44.5494986131245,40.2032790074356,"Kanaker-Zeytun"
"Kanaker-Zeytun.12",44.544641629442,40.2015718710643,"Kanaker-Zeytun"
"Kanaker-Zeytun.13",44.5301975041905,40.2045845522623,"Kanaker-Zeytun"
"Kanaker-Zeytun.14",44.5394814638096,40.2096702530762,"Kanaker-Zeytun"
"Kanaker-Zeytun.15",44.5438754119422,40.2154203673975,"Kanaker-Zeytun"
"Kanaker-Zeytun.16",44.5426695064309,40.2171009917105,"Kanaker-Zeytun"
"Kanaker-Zeytun.17",44.5526459984897,40.2055831838155,"Kanaker-Zeytun"
"Kanaker-Zeytun.18",44.5325690814173,40.222158081302,"Kanaker-Zeytun"
"Kanaker-Zeytun.19",44.5435727998657,40.2047933564043,"Kanaker-Zeytun"
"Kanaker-Zeytun.20",44.5252163935464,40.1987688075883,"Kanaker-Zeytun"
"Kentron.1",44.5219253218395,40.1870373485433,"Kentron"
"Kentron.2",44.508240570148,40.1791769080276,"Kentron"
"Kentron.3",44.5175730425134,40.1694821053508,"Kentron"
"Kentron.4",44.4966669112349,40.1695019386384,"Kentron"
"Kentron.5",44.5126694338304,40.1910030027664,"Kentron"
"Kentron.6",44.5232656534117,40.1776293040619,"Kentron"
"Kentron.7",44.5261775167111,40.1852061971975,"Kentron"
"Kentron.8",44.5094334298128,40.1739392448622,"Kentron"
"Kentron.9",44.4937303828361,40.1717646981879,"Kentron"
"Kentron.10",44.5029325321805,40.1732976689187,"Kentron"
"Kentron.11",44.4921608380004,40.1739461474866,"Kentron"
"Kentron.12",44.4950002244333,40.1789420463828,"Kentron"
"Kentron.13",44.5132820058004,40.1880716506035,"Kentron"
"Kentron.14",44.5091881055511,40.1878174200234,"Kentron"
"Kentron.15",44.4812701961282,40.1885700651069,"Kentron"
"Kentron.16",44.5025334064275,40.1848939141539,"Kentron"
"Kentron.17",44.5358275662446,40.1944418783583,"Kentron"
"Kentron.18",44.4868308799363,40.1739499783184,"Kentron"
"Kentron.19",44.5180828863571,40.173629448038,"Kentron"
"Kentron.20",44.5021975942672,40.1734199184274,"Kentron"
"Malatia-Sebastia.1",44.4467579956285,40.1589415176855,"Malatia-Sebastia"
"Malatia-Sebastia.2",44.4222264761294,40.1699302731396,"Malatia-Sebastia"
"Malatia-Sebastia.3",44.4450980751864,40.1637001833783,"Malatia-Sebastia"
"Malatia-Sebastia.4",44.4518547705673,40.1675623365655,"Malatia-Sebastia"
"Malatia-Sebastia.5",44.4312521830316,40.1618797031817,"Malatia-Sebastia"
"Malatia-Sebastia.6",44.4415775066048,40.172786713295,"Malatia-Sebastia"
"Malatia-Sebastia.7",44.4676575917983,40.1535133217948,"Malatia-Sebastia"
"Malatia-Sebastia.8",44.4424764417919,40.1811496762739,"Malatia-Sebastia"
"Malatia-Sebastia.9",44.4444406832178,40.1856738278017,"Malatia-Sebastia"
"Malatia-Sebastia.10",44.4354314093536,40.17706026868,"Malatia-Sebastia"
"Malatia-Sebastia.11",44.4723623233208,40.1813844112583,"Malatia-Sebastia"
"Malatia-Sebastia.12",44.4691225521022,40.1592631660603,"Malatia-Sebastia"
"Malatia-Sebastia.13",44.4155644003914,40.1931360206291,"Malatia-Sebastia"
"Malatia-Sebastia.14",44.476824270185,40.1822548439647,"Malatia-Sebastia"
"Malatia-Sebastia.15",44.4117949376176,40.1760081015578,"Malatia-Sebastia"
"Malatia-Sebastia.16",44.4060164968793,40.1913020721682,"Malatia-Sebastia"
"Malatia-Sebastia.17",44.4112659384945,40.1846977611064,"Malatia-Sebastia"
"Malatia-Sebastia.18",44.4198720763687,40.1860742632951,"Malatia-Sebastia"
"Malatia-Sebastia.19",44.4097340436439,40.1934547049072,"Malatia-Sebastia"
"Malatia-Sebastia.20",44.4767850791228,40.1735074335698,"Malatia-Sebastia"
"Nor Norq.1",44.5902311605063,40.19142166157,"Nor Norq"
"Nor Norq.2",44.5661551697513,40.2042250476069,"Nor Norq"
"Nor Norq.3",44.5691664146967,40.2005866960474,"Nor Norq"
"Nor Norq.4",44.5536634799064,40.1789311943729,"Nor Norq"
"Nor Norq.5",44.5595892229098,40.1805416610509,"Nor Norq"
"Nor Norq.6",44.5585682362212,40.1986519582651,"Nor Norq"
"Nor Norq.7",44.5649671661047,40.1804988954046,"Nor Norq"
"Nor Norq.8",44.5602865893954,40.1695851551779,"Nor Norq"
"Nor Norq.9",44.5687911097927,40.1926247708971,"Nor Norq"
"Nor Norq.10",44.5637043875073,40.1911223064961,"Nor Norq"
"Nor Norq.11",44.5830818179101,40.2016398338024,"Nor Norq"
"Nor Norq.12",44.5743114083204,40.1897570167779,"Nor Norq"
"Nor Norq.13",44.5700389474923,40.1976848308304,"Nor Norq"
"Nor Norq.14",44.5815896503946,40.1997320038979,"Nor Norq"
"Nor Norq.15",44.5836765929472,40.1952717285911,"Nor Norq"
"Nor Norq.16",44.5647352351577,40.1995803385175,"Nor Norq"
"Nor Norq.17",44.5598357854605,40.1753464548114,"Nor Norq"
"Nor Norq.18",44.5771468906864,40.1745745281311,"Nor Norq"
"Nor Norq.19",44.5731856107194,40.1993484191017,"Nor Norq"
"Nor Norq.20",44.5932151485705,40.1919204564166,"Nor Norq"
"Norq-Marash.1",44.5297525347486,40.1855354042968,"Norq-Marash"
"Norq-Marash.2",44.5434995395882,40.1820502227475,"Norq-Marash"
"Norq-Marash.3",44.54844556571,40.1887984473468,"Norq-Marash"
"Norq-Marash.4",44.5363311450048,40.1938583202444,"Norq-Marash"
"Norq-Marash.5",44.5412725407221,40.1835531348313,"Norq-Marash"
"Norq-Marash.6",44.5319420321919,40.1793880750991,"Norq-Marash"
"Norq-Marash.7",44.5483396343482,40.1795028983662,"Norq-Marash"
"Norq-Marash.8",44.5314192202782,40.1667134167283,"Norq-Marash"
"Norq-Marash.9",44.5442349921234,40.1715446826854,"Norq-Marash"
"Norq-Marash.10",44.5370360369256,40.1902642161147,"Norq-Marash"
"Norq-Marash.11",44.5392759952965,40.1802306858794,"Norq-Marash"
"Norq-Marash.12",44.5452709215782,40.1931054091921,"Norq-Marash"
"Norq-Marash.13",44.5470345582862,40.172618542451,"Norq-Marash"
"Norq-Marash.14",44.5299995237108,40.1663897713685,"Norq-Marash"
"Norq-Marash.15",44.5446662079539,40.1704450012868,"Norq-Marash"
"Norq-Marash.16",44.5335035527079,40.1910903670503,"Norq-Marash"
"Norq-Marash.17",44.5454839031289,40.181953727981,"Norq-Marash"
"Norq-Marash.18",44.5371924683565,40.1754742592708,"Norq-Marash"
"Norq-Marash.19",44.5451283671443,40.1823814860739,"Norq-Marash"
"Norq-Marash.20",44.5378749419149,40.172565184841,"Norq-Marash"
"Nubarashen.1",44.5602751182026,40.0896328222466,"Nubarashen"
"Nubarashen.2",44.5525747647226,40.0927608767543,"Nubarashen"
"Nubarashen.3",44.5664013482918,40.1058528034582,"Nubarashen"
"Nubarashen.4",44.5252676767077,40.0996403571539,"Nubarashen"
"Nubarashen.5",44.5080723785868,40.0804870221197,"Nubarashen"
"Nubarashen.6",44.550155356542,40.0967916631969,"Nubarashen"
"Nubarashen.7",44.5521606285589,40.0907989315369,"Nubarashen"
"Nubarashen.8",44.5130920144311,40.0817453479891,"Nubarashen"
"Nubarashen.9",44.6064631604557,40.1289539918464,"Nubarashen"
"Nubarashen.10",44.5186054330878,40.078749105277,"Nubarashen"
"Nubarashen.11",44.5541611751465,40.0901718790155,"Nubarashen"
"Nubarashen.12",44.5191784853978,40.0960610712958,"Nubarashen"
"Nubarashen.13",44.5534339135383,40.08497808062,"Nubarashen"
"Nubarashen.14",44.5080746465853,40.078189001779,"Nubarashen"
"Nubarashen.15",44.5401374117372,40.0793739500777,"Nubarashen"
"Nubarashen.16",44.5645906313565,40.0971396400134,"Nubarashen"
"Nubarashen.17",44.5998663407437,40.1256540870845,"Nubarashen"
"Nubarashen.18",44.5734070980148,40.1053903512809,"Nubarashen"
"Nubarashen.19",44.518705317566,40.0729703411208,"Nubarashen"
"Nubarashen.20",44.588870120312,40.115791737759,"Nubarashen"
"Shengavit.1",44.4596785450007,40.1088567442506,"Shengavit"
"Shengavit.2",44.5015770269801,40.0895143253207,"Shengavit"
"Shengavit.3",44.5120112544861,40.0983194177682,"Shengavit"
"Shengavit.4",44.4941296844955,40.1508610784023,"Shengavit"
"Shengavit.5",44.4752589844106,40.1207558495564,"Shengavit"
"Shengavit.6",44.4556437311232,40.1332530116228,"Shengavit"
"Shengavit.7",44.4332359294707,40.1246515398006,"Shengavit"
"Shengavit.8",44.4630429622482,40.1308828514125,"Shengavit"
"Shengavit.9",44.4868184746275,40.1536212786666,"Shengavit"
"Shengavit.10",44.4614245745229,40.1488022760671,"Shengavit"
"Shengavit.11",44.4606111621337,40.1145332503824,"Shengavit"
"Shengavit.12",44.4621514690683,40.1376577737724,"Shengavit"
"Shengavit.13",44.4989079646888,40.1312336631236,"Shengavit"
"Shengavit.14",44.4661893579354,40.1133960021536,"Shengavit"
"Shengavit.15",44.4947654792132,40.095184697795,"Shengavit"
"Shengavit.16",44.4467544967275,40.1177321589555,"Shengavit"
"Shengavit.17",44.4484957803712,40.1514861704467,"Shengavit"
"Shengavit.18",44.4960735190444,40.1473083227781,"Shengavit"
"Shengavit.19",44.4949077060477,40.0856325056222,"Shengavit"
"Shengavit.20",44.5060862285962,40.1597158685026,"Shengavit"
